DATE,REGION,COUNTIES,NAME,TYPE,SCENE,Country,MINOR_CAS,CRITICAL_CAS,RESCUED,MISSING,DEAD,DAMAGE,SITUATION,RESPONSE_KRCS,HH AFFECTED,HH REACHED,latitude,longitude,CASUALTIES,Country_code
8/20/2020 0:00,North Rift,Turkana,"ETHNIC CONFLICTS IN NACHOLA AREA, TURKANA COUNTY",Armed Conflicts,NACHOLA AREA,Kenya,0,0,0,0,0,0,"Tension reported in Nachola area, Turkana County after conflicts erupted between Samburu and Turkana. Kenya Red Cross Turkana County continues monitoring the security situation closely as they try to restore normalcy in the area.",,0,0,1.8016115,36.5877948,0,KE
8/24/2020 0:00,Upper Eastern,Marsabit,INTER-ETHNIC CLASHES IN MARSABIT COUNTY,Armed Conflicts,MARSABIT,Kenya,0,0,0,0,0,0,Community along the border at Anona have fled and integrated within the residents of Ramata Town following a clash between the Ethiopian police and militia in opposition to the Ethiopia government yesterday. KRCS Marsabit county are closely monitoring the situation.,,0,0,2.3354966,37.9943453,0,KE
9/2/2020 0:00,Upper Eastern,Isiolo,"ARMED CLASHES AT MANYATTA ZEBRA, ISIOLO COUNTY",Armed Conflicts,ATTAN,Kenya,0,2,0,0,0,0,"Armed clashes between Turkana and Samburu communities following a livestock raid by the Samburu’s at Manyatta
Zebra village in Attan area, Isiolo County.one casualty was reported and two others injured and were evacuated to
Isiolo referral Hospital. Stolen cattle were recovered by police whereas the area residents have been advised to be
aware of resurgence of raiding activities along the Isiolo-Samburu border.

KRCS Isiolo county continues monitoring the security situation in Attan area following reports of armed clashes between Turkana and Samburu communities after the Samburu invaded the Maasai territory i.e. Manyatta Zebra village and stole livestock.

One casualty who sustained minor injuries was treated and discharged. One other casualty is currently recuperating at Isiolo Referral Hospital.",,0,0,0.49,37.61,2,KE
9/2/2020 0:00,Upper Eastern,Mandera,"INTER-CLAN CONFLICT IN BANISA, MANDERA COUNTY",Armed Conflicts,BANISA,Kenya,10,0,0,0,0,14 MOTORBIKES,"Tension reported at Banisa area in Mandera County following an inter- clan conflict between the Remug and Urdeq
clans over land dispute. Ten people reportedly injured and 13 motorbikes destroyed. Four Casualties evacuated to
Banisa Hospital and six others to Takaba Hospital by police. More police deployed in the area to provide security
with KRCS Mandera on standby.",,0,0,3.9069704,40.3700923,10,KE
9/10/2020 0:00,North Rift,Elgeyo-Marakwet,"ARMED CONFLICT AT KIPTUMWA AREA, ELGEIYO MARAKWET",Armed Conflicts,KIPTUMWA AREA,Kenya,0,0,0,0,5,0,Armed Conflict reported at Kiptumwa Area near the Border of Elgeyo Marakwet and West Pokot Counties after unknown assailants attacked and killed 5 locals in the area. Tension is still high amid fear of a retaliation attack. Police have been deployed to beef up security in the area.,,0,0,0.673254,35.508311,5,KE
9/11/2020 0:00,North Rift,Turkana,INTER-COMMUNITY CONFLICT IN TURKANA COUNTY,Armed Conflicts,TURKANA,Kenya,0,4,0,0,4,0,Inter-community Conflict reported at Kibish Area along the Kenya-Sudan border involving the Turkana and Toposa community of South Sudan.  Two locals are reported to have sustained injuries and 4 others killed. A herd of cattle has been stolen and being driven away towards the Sudan side. Police deployed. KRCS Turkana on standby.,,0,0,3.3122477,35.5657862,8,KE
9/12/2020 0:00,North Eastern,Garissa,"IED EXPLOSION IN FAFI AREA, GARISSA COUNTY",Armed Conflicts,FAFI AREA,Kenya,0,4,0,0,3,0,"Three suspected Alshabaab millitants died in Fafi area of Garissa County after an IED they were assembling exploded. Four others were also injured in the incident. The insurgents have been planting explosives on roads, the targets being police officers who patrol terror prone areas.",,0,0,-0.6795754,39.9606983,7,KE
9/14/2020 0:00,North Rift,Elgeyo-Marakwet,INTER-COMMUNAL CONFLICT IN ELGEYO-MARAKWET COUNTY,Armed Conflicts,CHEPKOKOGH,Kenya,0,0,0,0,4,0,Inter-Community Conflict: Tension remains high at Chepkokogh location between the border of Pokot and Marakwet Counties after four people were killed (one marakwet and three pokots).Security personnel has been deployed with the majority of marakwet people reported to be moving from their native home to Embobut forest. KRCS Elgeiyo Marakwet and West Pokot monitoring the situation for more updates,,0,0,0.983333,35.616667,4,KE
9/17/2020 0:00,South Rift,Nakuru,"INTER-ETHNIC CONFLICT IN NJORO, NAKURU COUNTY",Armed Conflicts,NEISUUT,Kenya,0,3,0,0,0,0,"Assessment and registration of affected families were done today at Neisuut Area in Njoro Sub County following an inter-community conflict between the Kipsigis and Ogieks. Distributions of NFIs to happen tomorrow (Friday). Three rape cases have been reported and 4 HHs burnt yesterday. Tension still persists in the area. Police have been deployed in the area to enhance security. E.O.C is closely monitoring the area.

Updates: Seven more households belonging to the Kipsigis community were burnt down by the Ogiek
community yesterday with two people injured. The affected people are camping (Nesuit primary &amp; secondary,
Cheptoroi primary &amp; Secondary and Mesipei primary). Security personnel have been beefed up and KRCS Nakuru
county prepares to conduct assessment.",,11HH,0,-0.3324457,36.0729559,3,KE
9/17/2020 0:00,South Rift,Nakuru,"INTER-ETHNIC CONFLICT AT MARIOSHONI, NAKURU COUNTY",Armed Conflicts,MARISOHONI,Kenya,0,0,0,0,0,0,"Approximately 1200 households reported to be displaced following the recent inter-ethnic conflicts that have been ongoing in Marioshoni area, Nakuru county between the Kipsigis and Ogiek communities. The displaced are
camping at Nesuit primary &amp; secondary, Cheptoroi primary &amp; Secondary and Mesipei primary. The area is calm but
general service unit security officers have been deployed there to enhance peace. Yesterday, KRCS Nakuru County
supported 80 of the affected households with non-food items as they continue monitoring the security situation in the
area.",,80,80,-0.3139671,36.1161797,0,KE
9/18/2020 0:00,South Rift,Nakuru,"CONFLICT IN NJORO, NAKURU COUNTY",Armed Conflicts,NEISSUIT,Kenya,15,4,0,0,10,0,"houses belonging to the two communities were burnt down houses in Messipei, Masaita, Piston and Kapnai Villages. This led to displacement of 80 households whose houses were burnt with more fleeing due to fear of retaliation leading to a total of 1223 persons affected. In addition, 10M fatalities were reported and 15 casualties who have been evacuated to Njoro Sub county health facility and paradise private hospital. Currently, high tension has been reported however security agents have been deployed in the area covering a perimeter of every 3 Kilo meters to help maintain peace and order",,80HH,0,-0.3721309,35.9478869,29,KE
9/26/2020 0:00,Upper Eastern,Isiolo,"BANDIT ATTACK IN RASO, ISIOLO COUNTY",Armed Conflicts,RASO VILLAGE,Kenya,0,0,0,0,2,0,"KRCS Isiolo branch following a bandit attack that happened in Raso village earlier in Isiolo County that resulted to
two people killed and others injured as they were grazing their livestock, unknown number of livestock was also
reported to be missing. Tension remains high in the area as police are in pursue of the bandits.",,0,0,0.351045,37.58455,2,KE
9/28/2020 0:00,Upper Eastern,Samburu,ARMED ATTACK AT LONGETEI VILLAGE IN SAMBURU COUNTY,Armed Conflicts,LONGETEI VILLAGE,Kenya,0,0,0,0,2,0,"Two people were killed and unconfirmed number of cattle stolen after suspected Samburu raiders attacked Turkanas at Longetei village in Kawap location, Samburu County. Police deployed in area to pursue attackers. KRCS Samburu is on standby.",,0,0,1.2154506,36.954107,2,KE
10/21/2020 0:00,Upper Eastern,Marsabit,"CATTLE RUSTLING IN BADASA AREA, MARSABIT COUNTY",Armed Conflicts,BADASA AREA,Kenya,0,0,0,0,1,0,"Tension still high in Badasa, Marsabit county after one person was feared dead following Cattle rustling between Borana and Rendile. KRCS Marsabit team is closely monitoring the situation.",,0,0,2.3354966,37.9943453,1,KE
10/23/2020 0:00,Upper Eastern,Isiolo,COMMUNITY CLASHES AT MADO WALE IN ISIOLO COUNTY,Armed Conflicts,MADO WALE,Kenya,0,3,0,0,0,0,"Conflict was reported at Mado wale bore hole location of basa, 35km from basa(between basa and Habaswein of Wajir county community members) .Three people were injured and taken to Isiolo referral hospital. National police intervened and calm has resumed.",,0,0,0.3453649,37.5896792,3,KE
10/23/2020 0:00,North Eastern,Mandera,"INTER-ETHNIC CLASHES IN LASEY, MANDERA COUNTY",Armed Conflicts,LASEY,Kenya,0,0,0,0,3,0,Intercommunity clashes were reported in Mandera County in Lasey area between the Gare and Morille community over land ownership. 3 fatalities were reported following the clashes. Stakeholders are engaging clan elders of both communties in peace talks.,,0,0,3.1536609,41.1854057,3,KE
11/1/2020 0:00,North Eastern,Mandera,"BANDIT ATTACK IN YEDO, MANDERA COUNTY",Armed Conflicts,YEDO VILLAGE,Kenya,0,0,0,0,0,0,Tension reported at Yedo village in Mandera South after suspected Murule bandits attacked and burnt down approximately 15 houses at Yedo village in Mandera South today in the morning. The affected Households have integrated with other family members in Elwak town. KRCS Mandera to update EOC with a detailed assessment report and possible support to the affected families,,15,0,3.9356389,41.8551162,0,KE
11/6/2020 0:00,North Eastern,Mandera,ARMED CONFLICT AT KARO AREA IN MANDERA COUNTY,Armed Conflicts,KARO AREA,Kenya,0,0,0,0,0,0,"Suspected Alshabaab militants destroyed a communication mast at Karo Area in Mandera county last night. Still, in Mandera, a military vehicle on patrol reportedly hit an Improvised Explosive Device (IED) at Laffey Area. No injuries reported. EOC through KRCS Mandera is closely following up on the security situation in the North Eastern Region as our teams remain on standby.",,0,0,3.9356389,41.8551162,0,KE
11/6/2020 0:00,North Rift,Elgeyo-Marakwet,INTER-ETHNIC CONFLICT IN ELGEIYO MARAKWET COUNTY,Armed Conflicts,ELGEIYO MARAKWET,Kenya,0,0,0,1,2,0,"Inter-ethnic conflict incident was reported in Kipchumwa village, at the border between West Pokot and Elgeiyo
Marakwet Counties. Suspected Pokot bandits attacked residents killing two children (grade 4), one person still missing. Police deployed in the area with the KRCS team on standby.",,0,0,1.0498237,35.4781926,3,KE
11/6/2020 0:00,North Eastern,Mandera,BANDIT ATTACK AT KARO AREA IN MANDERA COUNTY,Armed Conflicts,KARO AREA,Kenya,0,0,0,0,0,0,"Suspected Alshabaab militants destroyed a communication mast at Karo Area in Mandera county last night. Still, in Mandera, a military vehicle on patrol reportedly hit an Improvised Explosive Device (IED) at Lafey Area. No injuries reported. EOC through KRCS Mandera is closely following up on the security situation in the North Eastern Region as our teams remain on standby.",,0,0,3.9356389,41.8551162,0,KE
11/13/2020 0:00,Central,Meru,"INTERCVOMMUNNAL CONFLICT IN IGEMBE, MERU COUNTY",Armed Conflicts,IGEMBE NORTH,Kenya,0,0,0,0,0,0,"Several people were injured and taken to Isiolo level 5 hospital following a land dispute conflict between two communities in Igembe North, Meru County. Tension builds as herders settle in the land amid resistance by local community. A contingent police officers have been deployed to restore normalcy",,0,0,0.4606419,37.745028,0,KE
11/14/2020 0:00,Central,Meru,"ARMED CONFLICT IN MARIARA, MERU COUNTY",Armed Conflicts,MARIARA,Kenya,10,0,0,0,0,0,"Ten policemen were reported to have been injured by over 300 suspected bandits believed to be from the Turkana community in Mariara area, Meru County. The casualties were taken to Isiolo and Meru Referral hospitals for treatment",,0,0,0.0514721,37.6456042,10,KE
11/16/2020 0:00,South Rift,Baringo,"BANDIT ATTACK AT KAPEDO, BARINGO COUNTY",Armed Conflicts,BARINGO-TURKANA BORDER,Kenya,0,0,0,0,14,0,A 14 year old boy was today killed and approximately 11 camels stolen by armed bandits at Kapedo area along the Baringo- Turkana border. This is a day after political leaders and security teams from the region held a peace meeting in the volatile area. EOC is closely following up on the situation with KRCS Baringo on standby,,0,0,0.8554988,36.0893406,14,KE
11/19/2020 0:00,South Rift,Baringo,"INTERETHNIC CONFLICT IN KAPEDO, BARINGO COUNTY",Armed Conflicts,KAPEDO,Kenya,0,0,0,0,4,0,"Four people were reportedly killed in fresh attacks at Kapedo this morning, this happened days after a peace meeting was held in the same area by the National Cohesion and Integration Commission, and leaders from Baringo and Turkana counties. KRCS Baringo county to share an update with the EOC",,0,0,1.1839298,36.1029284,4,KE
11/22/2020 0:00,Upper Eastern,Samburu,"INTERETHNIC CONFLICT IN BARAGOI, SAMBURU COUNTY",Armed Conflicts,BARAGOI,Kenya,0,1,0,0,1,0,"Tension still remains high in Barigo, Samburu County after a motorist and a lady client were attacked at Ngorichei
area along Baragoi- South Horr road at the KDF junction area. The rider was shot dead while the lady is currently
admitted at Baragoi hospital.",,0,0,1.7851169,36.7873365,2,KE
11/23/2020 0:00,North Eastern,Mandera,"ARMED ATTACKS IRESUKI, MANDERA COUNTY",Armed Conflicts,IRESUKI,Kenya,0,1,0,0,3,0,"A teenage boy and girl killed by unknown assailants who attacked them near IreSuki in Mandera County. The father of the girl killed reported to be in critical condition.  This incident comes barely 2 days after another attack to a herds boy was reported in the same sub county on Sunday. Tension is still present, however, no displacements reported. The attacks have been linked to a land tussle between the Gare and Murule Clans. Police have been deployed to restore peace. E.O.C through KRCS North Eastern Region is closely following up on security situation in the entire region with relevant resources for response prepositioned",,0,0,2.8070021,40.9283904,4,KE
11/29/2020 0:00,North Rift,Turkana,"ARMED CONFLICT IN LOMELO, TURKANA COUNTY",Armed Conflicts,LOMELO,Kenya,0,2,0,0,0,0,"On Sunday at around 1400hrs, Pokot raiders laid ambush on KEMSA vehicle on its way to Lomelo and shot both the driver and the passenger, however, the two sustained injuries and were rescued by Lomelo RDU officers and rushed to Lomelo dispensary where they are receiving treatment. The KEMSA vehicle is also safe at RDU compound. KRCS Turkana on standby while monitoring the security situation.",,0,0,1.5,35.9166669,2,KE
12/2/2020 0:00,Upper Eastern,Isiolo,"INTERETHNIC CONFLICT AT QURI, ISIOLI COUNTY",Armed Conflicts,QURI,Kenya,2,0,0,0,9,0,Nine people reported dead and two others injured following inter-ethnic conflict between the Borana and Somali communities at Quri in Isiolo County that started yesterday. Tension is building up at Modogashe and Eldara areas where an attack is imminent. Preliminary report indicates that 15 people are currently camping at Eldara police station with KRCS Isiolo proceeding to the scene. More updates will follow.,,15,0,0.7349576,38.8623683,11,KE
12/16/2020 0:00,South Rift,Nakuru,"ARMED CONFLICT IN KURESOI, NAKURU COUNTY",Armed Conflicts,LONDIANI FOREST,Kenya,0,0,0,0,1,0,Tension reported in Kuresoi north in Nakuru county after Kenya Forest Service rangers reportedly shot one person dead at Londiani forest alleging that he was illegally in their territory. EOC through KRCS Nakuru monitoring the situation,,0,0,-0.1833333,35.6,1,KE
12/19/2020 0:00,Upper Eastern,Samburu,ARMED ATTACK IN SAMBURU COUNTY,Armed Conflicts,SAMBURU,Kenya,0,1,0,0,0,0,A man was shot yesternight by unknown assailants in Samburu County. The man survived the attack and is in hospital,,0,0,1.2154506,36.954107,1,KE
12/31/2020 0:00,South Rift,Baringo,"ARMED CONFLICT IN CHEMOE, BARINGO COUNTY",Armed Conflicts,CHEMOE VILLAGE,Kenya,0,2,0,0,1,0,"There were reports of active gunfire exchange between police and suspected Pokot bandits at Chemoe village in Baringo County. One police officer was injured and evacuated to Yatia police camp for treatment. However, Police managed to repulse the attackers. No displacement or effect on the area reported so far. EOC through KRCS Baringo is closely monitoring the situation",,0,0,tulel,35.97131284,3,KE
1/6/2021 0:00,Upper Eastern,Samburu,"ARMED CONFLICT IN KILEPOI, SAMBURU COUNTY",Armed Conflicts,KAWAP LOCATION,Kenya,0,2,0,0,0,0,"Samburu raiders reportedly attacked the Turkana community in Kilepoi village, Kawap location in Samburu north injuring two people. The two casualties (a child & an adult male) with gunshot injuries were evacuated to Baragoi Sub County Hospital by Samburu County Ambulance. Tension is high in the area amid the deployment of Police officers. KRCS-Samburu is on high alert on emerging eventualities",,0,0,1.98,36.77,2,KE
1/8/2021 0:00,Upper Eastern,Samburu,"ARMED CONFLICT IN ELBARTA, SAMBURU COUNTY",Armed Conflicts,NGILAI VILLAGE,Kenya,0,1,0,0,1,0,"Suspected Turkana bandits were reported to have attacked Samburu Community at Ngilai Village, Elbarta location in Samburu North, Samburu County escaping with a herd of cattle. One person was feared to have been killed while another one nursing gunshot injuries at Baragoi Hospital. Locals have since recovered the cattle. Police have been deployed in the area to beef security in the area. Efforts are underway to convene a peace meeting spearheaded by the local administration. KRCS Samburu is on standby",,0,0,1.775123999,36.85304872,2,KE
1/8/2021 0:00,Upper Eastern,Isiolo,"ARMED ATTACK IN YAMICHA AREA, ISIOLO COUNTY",Armed Conflicts,MERTI SUBLOCATION,Kenya,0,1,0,0,4,0,"Assailants were reported to have attacked Yamicha Area (grazing land) in Merti Sub County in Isiolo County, four people (male) feared to be killed while one woman critically injured. The casualty was evacuated to Merti Sub County Hospital by Locals. Police were deployed in the area while KRCS Isiolo on standby to conduct a needs assessment after getting more details from Merti DCC who confirmed the incident.",,0,0,1.0611702,38.6660903,5,KE
1/11/2021 0:00,Central,Laikipia,"ARMED CONFLICT IN OLJABET, LAIKIPIA COUNTY",Armed Conflicts,OLJABET VILLAGE,Kenya,0,0,0,0,1,0,Tension was reported at Oljabet village in Laikipia County after a businessman was hacked to death by unknown people on Saturday. Area Locals led by Laikipia County Senator protested the killing urging police to beef up security. KRCS Laikipia is on standby,,0,0,0.1751064,36.378073,1,KE
1/12/2021 0:00,South Rift,Baringo,"ARMED CONFLICT IN KAPEDO, BARINGO COUNTY",Armed Conflicts,KAPEDO,Kenya,2,11,0,0,10,0,"Tension is high at Kapedo area in Baringo County following conflict erupted between Pokots and Turkana communities after a cattle rustling incident where unconfirmed number of livestock were stolen. Preliminary report indicates that, two people sustained injuries, Kapedo health center vandalized and about 14houses burnt down by
Pokot community in retaliation. KRCS Baringo is working with security agencies to respond to the injured and restore peace in the area.
Update:
Two police officers were killed and another one sustained gunshot injuries follow an ambush by bandits at Kapedo bridge inTiaty, Baringo County. KRCS Baringo RCATs and Eplus ambulance responded and evacuated the casualty to Mediheal hospital in Nakuru.",,26,750,1.1839298,36.1029284,23,KE
1/12/2021 0:00,Upper Eastern,Marsabit,"CONFLICT IN RAWANA, MARSABIT COUNTY",Armed Conflicts,RAWANA,Kenya,10,0,0,0,2,0,"gunmen attacked a place in Rawana location where animals were grazing and made away with 270 cattle which were never retrieved. 2 people were killed in the attack (40 and 50 years of age) and some others injured. According to the area chief, people in Funan idha village approximately 60 HH vacated the area for the fear of another attack leaving their belongings behind and currently camping at Walda.",,60,0,2.8916342,38.6949149,12,KE
1/14/2021 0:00,Upper Eastern,Marsabit,"CONFLICT IN SAKU, MARSABIT COUNTY",Armed Conflicts,MANYATTA JILLO,Kenya,0,1,0,0,1,0,attack occurred in Manyatta Jillo area Qilta location Saku sub-county on 14th Jan 2021 where one person was killed and one injured. Approximately 450 cattle and 58 goats were taken away by the bandits. Many people were affected and their livelihoods disrupted within manyatta jillo as that was their main dependence as source of food. The situation is worsened by the current looming drought desert locust sited in most areas in the county,,0,0,2.3574602,38.0158254,2,KE
1/14/2021 0:00,Upper Eastern,Marsabit,ARMED CONFLICT IN MOYALE MARSABIT,Armed Conflicts,MOYALE,Kenya,6,0,0,0,3,0,"Incidents of cattle raiding have been reported in Moyale resulting in 6 casualties, 3 fatalities, and loss of estimated 500 livestock",,0,0,3.5210916,39.0546262,9,KE
1/14/2021 0:00,Upper Eastern,Marsabit,"ARMED ATTACKS IN SIBILOI, MARSABIT COUNTY",Armed Conflicts,SIBILOI NATIONAL PARK,Kenya,0,2,0,0,1,0,One person has been killed and two others critically injured in fighting between herders from rival ethnic groups in North Horr Sub-county. The violence broke out within the Sibiloi National Park in Madho Dimtu on Wednesday. North Horr OCPD Mohammed Abdi said fighting erupted when the herders clashed over a grazing zone and watering point for their animals,,0,0,4.0118049,36.3498097,3,KE
1/18/2021 0:00,Coast,Tana River,"ARMED CONFLICT IN MADOGO, TANA RIVER COUNTY",Armed Conflicts,MADOGO,Kenya,6,1,0,0,2,0,Tension remains high at Madogo location in Tana River County following intercommunity ( Malakote and Wardei) clashes that resulted into several households being torched. Police officers deployed with KRCS Tana River following up and mobilizing resources to support the affected familie,,47,0,-0.4727158,39.4743525,9,KE
1/20/2021 0:00,Coast,Mombasa,ARMED ATTACK IN MOMBASA COUNTY,Armed Conflicts,"KISAUNI, MAGODORONI",Kenya,0,0,0,0,0,0,Assailants with bladed weapons reported to be attacking residents at Kisauni and Magodoroni in Mombasa County. Motorists and residents advised to Exercise caution,,0,0,-4.0303611,39.6881547,0,KE
1/26/2021 0:00,Upper Eastern,Samburu,"CONFLICT IN BARAGOI, SAMBURU COUNTY",Armed Conflicts,SUYIAN VILLAGE,Kenya,0,1,0,0,0,0,"In Samburu County, tension was reported at Suyian village in Baragoi after suspected Turkana raiders attacked the Samburu community last night. One person was reportedly injured and unknown number of livestock stolen. The casualty was evacuated to Barsaloi Hospital for treatment. EOC is closely monitoring the situation with KRCS Samburu on standby for emergency response.",,0,0,0.5774645,37.4915773,1,KE
2/1/2021 0:00,Upper Eastern,Samburu,"INTER-COMMUNITY CONFLICT IN BARAGOI, SAMBURU COUNT",Armed Conflicts,BARAGOI,Kenya,0,0,0,0,0,0,"Inter-community conflict was reported at Natiti Village in Baragoi, Samburu County after a suspected
Samburu bandit attacked the Turkana Community and made away with unknown number of cattle before they
were taken back by the Turkana community. No injuries were reported during the incident. KRCS Samburu following up the situation.
(02/02/2021)
Turkana Community were reported to have attacked Samburu Community at Marti, Tuum village, around
sixty goats and three camels were taken recovered by Community with the help of NPS.",,0,0,1.7851169,36.7873365,0,KE
2/20/2021 0:00,Upper Eastern,Samburu,"INTER-ETHNIC CLASHES IN SARIMA, SAMBURU COUNTY",Armed Conflicts,SARIMA,Kenya,3,1,0,0,2,0,"Samburu Moran were reported to have attacked Turkana- Manyatta last night in Sarima Samburu North with unknown number of goats missing. Two people feared dead, three minor injuries and one critical. The casualties were evacuated to Isiolo hospital for further treatment by well-wishers.
 Still in the same county raiders from Turkana attacked KURA vehicle this morning along South Hor-Loyangalani road leaving two people dead. Tension persists in the area with security personnel deployed. KRCS Samburu on standby.",,0,0,0.6425354,37.6532971,6,KE
2/21/2021 0:00,Upper Eastern,Samburu,"ARMED CONFLICT IN SARIMA, SAMBURU COUNTY",Armed Conflicts,SARIMA COUNTY,Kenya,3,1,0,0,2,0,"Samburu Moran were reported to have attacked Turkana- Manyatta last night in Sarima Samburu North with unknown number of goats missing. Two people feared dead, three minor injuries and one critical. The casualties were evacuated to Isiolo hospital for further treatment by well-wishers. ",,0,0,2.7603913,36.7199836,6,KE
2/21/2021 0:00,Upper Eastern,Samburu,"ARMENED CONFLICT IN SOUTH HORR, SAMBURU COUNTY",Armed Conflicts,LOYANGALANI ROAD,Kenya,0,0,0,0,2,0,Raiders from Turkana attacked KURA vehicle this morning along South Hor-Loyangalani road leaving two people dead. Tension persists in the area with security personnel deployed. KRCS Samburu on standby,,0,0,2.7603913,36.7199836,2,KE
2/27/2021 0:00,Upper Eastern,Samburu,ARMED ATTACK IN SAMBURU COUNTY,Armed Conflicts,SAMBURU,Kenya,0,3,0,0,0,0,"Three casualties were evacuated to Wamba Catholic Hospital by well wishers after the PSV they were travelling in was shot at by bandits.
",,0,0,1.2154506,36.954107,3,KE
3/5/2021 0:00,Upper Eastern,Isiolo,INTER-ETHNIC IN ISIOLO COUNTY,Armed Conflicts,ISIOLO,Kenya,0,0,0,0,1,0,Tension remains high as one person reportedly feared dead in an ethnic clash between the Borana and Meru communities in Isiolo town.,,0,0,0.355636,37.5833061,1,KE
3/7/2021 0:00,Upper Eastern,Isiolo,"BANDIT ATTACK IN ISIOLO TOWN, ISIOLO COUNTY",Armed Conflicts,ISIOLO TOWN,Kenya,0,2,0,0,0,0,"Nanyuki-Isiolo Road was blocked today after Borana Community attacked a lorry belonging to Meru Community injuring
two people. Meru retaliated by attacking a Borana Bus at Maili Nne in Meru. Police were deployed to restore normalcy. Tension is still high in Isiolo Town. E.O.C through KRCS Isiolo is closely monitoring the area.",,0,0,0.355636,37.5833061,2,KE
3/7/2021 0:00,Upper Eastern,Samburu,BANDIT ATTACK AT MARTI AREA IN SAMBURU COUNTY,Armed Conflicts,MARTI AREA,Kenya,0,0,0,0,0,0,"Police officers escorting examination materials from Nairobi to Samburu were ambushed by armed bandits at Marti in
Samburu County. Three casualties sustained bullet injuries. The casualties were stabilized at Marti dispensary before being
airlifted to Nairobi Hospital for further treatment. Security officers have been deployed.",,0,0,1.5146722,36.7604027,0,KE
3/7/2021 0:00,Upper Eastern,Samburu,BANDIT ATTACK AT MARTI IN SAMBURU COUNTY,Armed Conflicts,MARTI,Kenya,0,3,0,0,0,0,"Police officers escorting examination materials from Nairobi to Samburu were ambushed by armed bandits at Marti in Samburu County. Three casualties sustained bullet injuries. The casualties were stabilized at Marti dispensary before being
airlifted to Nairobi Hospital for further treatment. Security officers have been deployed.",,0,0,1.5146722,36.7604027,3,KE
3/9/2021 0:00,West Kenya,Kisii,CATTLE RUSTLING IN KISII COUNTY,Armed Conflicts,KISII,Kenya,0,0,0,0,0,0,"Tension reported at Marimba village between the border of Kisii and Trans Mara following a
livestock theft incident last night. The area local administration deployed to restore normalcy as
they look into the matter. No injuries have been reported.",,0,0,-0.677334,34.779603,0,KE
3/10/2021 0:00,North Rift,Trans Nzoia,EVICTIONS AT CHEPCHONIA IN TRANS NZOIA COUNTY,Armed Conflicts,CHEPCHONIA,Kenya,0,0,0,0,0,0,"KRCS Trans Nzoia County to conduct an assessment following the eviction of the residents of Chepchoina by the county Government and will share a detailed report for possible support the
affected families. ",,0,0,1.1701926,34.7519807,0,KE
3/13/2021 0:00,North Rift,Narok,INTER-ETHNIC CONFLICT IN NAROK COUNTY,Armed Conflicts,NAROK,Kenya,0,0,0,0,0,0,"There is an ongoing inter- clan conflict between the Maasai (Uasin Gishu and Siria) reported at Nkararu border in Trans Mara West, Narok County. Police deployed on scene to avert the situation. KRCS Narok on standby for Emergency response.",,0,0,-1.0875428,35.8770642,0,KE
3/16/2021 0:00,Upper Eastern,Samburu,BANDIT ATTACK AT SUIYAN VILLAGE IN SAMBURU COUNTY,Armed Conflicts,SUIYAN VILLAGE,Kenya,0,3,0,0,0,0,"Tension remain high after three people were injured and approximately 700 heads of cattle stolen
in a raid on Sunday night leading to Gunfire exchange between Police and bandits at Suiyan
Village in Samburu North, Samburu county. The casualties were evacuated to Barsaloi Catholic
Dispensary for treatment by Well-wishers as KRCS Samburu is on standby.",,0,0,0.4927197,36.8159245,3,KE
3/18/2021 0:00,Upper Eastern,Samburu,BANDIT ATTACK NEAR BARAGOI BOYS IN SAMBURU COUNTY,Armed Conflicts,NEAR BARAGOI BOYS,Kenya,0,0,0,0,0,0,In Samburu County still bandits were reported to have attacked vehicle that belongs to Save the Children Organization near Baragoi boys but the police escort were able to scare away the bandits. KRCS Samburu continues to follow the situation closely.,,0,0,1.7780657,36.7915536,0,KE
3/22/2021 0:00,South Rift,Turkana,"ARMED CONFLICT AT LOKENOI, TURKANA COUNTY",Armed Conflicts,LOKENOI,Kenya,0,0,0,0,0,NONE,"Yesterday Pokot Bandits were reported to have raided Turkana kraals at Lokenoi village where the bandits managed to go away with 1,600 (goats and sheep).",,0,0,3.3122652,35.5657878,0,KE
3/26/2021 0:00,South Rift,Baringo,"BANDIT ATTACK AT MUKUTANI, BARINGO COUNTY",Armed Conflicts,MUKUTANI,Kenya,0,0,0,0,1,HIGH,Suspected Pokot bandits reportedly attacked the community members at Mukutani Area in Baringo South this evening. One person feared dead. Injuries also reported. Police deployed. KRCS Baringo is on standby for emergency evacuation upon scene safety.,,0,0,0.6324212,36.249525,1,KE
3/30/2021 0:00,Upper Eastern,Marsabit,"BANDIT ATTACK IN JALDESA AREA, MARSABIT COUNTY",Armed Conflicts,JALDESA AREA,Kenya,0,0,0,0,0,0,"Bandit attack was reported in Jaldesa area, Marsabit County, where unknown number of people
attacked the area with no injuries reported. The bandits drove away 208 goats. KRCS Marsabit
continues to monitor the situation closely with security officers deployed.
(Source, Sabdio KRCS Marsabit)",,0,0,2.2016317,38.1265916,0,KE
