DATE_TIME,REGION,COUNTY,SCENE,latitude,longitude,Type of attack,Gender,type by number
1/12/2022,South Rift,Nakuru,Delamere along Nakuru-Naivasha highway,-0.7171778,36.4310251,Phishing,male,1
1/22/2020,South Rift,Nakuru,MIGAA AREA,-1.1310559,36.8445848,Phishing,male,1
3/27/2020,Nairobi,Nairobi,DONHOLM,-1.2939161,36.8971181,Phishing,male,1
8/10/2020,North Rift,Bungoma,MABANGA AREA,-0.023559,37.906193,Phishing,male,1
9/20/2021,North Eastern,Garissa,Bangal area along Garissa - Nairobi Highway.,-1.2920659,36.8219462,Phishing,male,1
9/4/2021,South Rift,Kericho,KAPSU AREA,-0.023559,37.906193,Phishing,male,1
1/26/2021,Lower Eastern,Nairobi,JOGOO ROAD,-1.2976451,36.8711364,Phishing,male,1
3/23/2021,Upper Eastern,Marsabit,MAIKOMA,-0.023559,37.906193,Phishing,male,1
1/30/2021,Lower Eastern,Nairobi,NORTHERN BYPASS,-0.023559,37.906193,Phishing,male,1
4/19/2020,Nairobi,Nairobi,BELLEVUE,-1.3196468,36.8379736,Phishing,male,1
4/7/2020,Nairobi,Nairobi,MOMBASA ROAD,-1.3657592,36.9122536,Phishing,male,1
12/10/2020,Lower Eastern,Nairobi,"PIPELINE, ALONG MOMBASA ROAD",-2.7316802,38.2171862,Phishing,male,1
1/5/2022,Central,Embu,"NDUMARI AREA , MANYATA",-0.4294535,37.4774758,Phishing,male,1
10/7/2021,Coast,Mombasa,"Tiwi area, Kwale county ",-4.2383996,39.5950186,Phishing,male,1
6/20/2020,Nairobi,Nairobi,THIKA HIGHWAY,-1.2163932,36.8949246,Phishing,male,1
11/30/2020,South Rift,Nakuru,SALGAA,-0.023559,37.906193,Phishing,male,1
9/29/2021,Lower Eastern,Makueni,EMALI,-2.079689,37.4731352,Phishing,male,1
1/4/2022,West Kenya,Kisumu,"AYUEYO, ALONG KATITO-AHERO HIGHWAY KISUMU COUNTY",-0.2699723,34.9717981,Phishing,male,1
2/23/2021,Lower Eastern,Nairobi,JOGOO ROAD,-1.2976451,36.8711364,Phishing,male,1
1/8/2020,Central,Kirinyaga,KAGIO AREA,-0.62515,37.2530686,Phishing,male,1
12/25/2021,Coast,Taita Taveta,ENGWATA,-0.023559,37.906193,Phishing,male,1
5/26/2020,Nairobi,Nairobi,NEAR GSU,-1.289601,36.949425,Phishing,male,1
12/22/2020,North Rift,Bungoma,WEBUYE ROAD,0.5992059,34.779603,Phishing,male,1
1/14/2022,West Kenya,Kakamega,LUANDETI,0.6070049,34.8465502,Phishing,male,1
6/30/2021,Lower Eastern,Nairobi,OUTERING,-0.023559,37.906193,Phishing,male,1
2/19/2020,Lower Eastern,Kajiado,KIMANA ROAD,-2.8,37.533333,Phishing,male,1
2/21/2020,Nairobi,Nairobi,UCHUMI JOGOO ROAD,-1.2962312,36.8602198,Phishing,male,1
3/30/2021,West Kenya,Kakamega,KAKAMEGA TOWN,0.2827307,34.7518631,Phishing,male,1
2/23/2021,South Rift,Nakuru,SACHANGWAN,-0.4529411,35.6929013,Phishing,male,1
2/21/2020,Lower Eastern,Makueni,MBUMBUNI AREA,-1.600341,37.459099,Phishing,male,1
8/13/2021,North Rift,Bungoma,KIMAETI AREA,0.6028766,34.4073439,Phishing,male,1
10/2/2021,Nairobi,Nairobi,ALLSOPS,-1.2487335,36.8721139,Phishing,male,1
1/4/2022,South Rift,Nakuru,"MIGAA, NAKURU-ELDORET HIGHWAY",-0.3030988,36.080026,Phishing,male,1
2/24/2021,Coast,Mombasa,BOMBOLULU KISIMANI,-4.0208648,39.7025088,Phishing,male,1
5/8/2020,West Kenya,Kisumu,AHERO JUNCTION,-0.1744386,34.9203383,Phishing,male,1
9/20/2020,Central,Embu,BORDER OF EMBU AND THARAKA NITHI,-0.2964851,37.7237678,Phishing,male,1
3/26/2020,Lower Eastern,Kajiado,NAMANGA ROAD,-2.5520935,36.7838976,Phishing,male,1
5/8/2020,Nairobi,Nairobi,EASTERN BYPASS,-1.2889009,36.9504567,Phishing,male,1
4/7/2021,Coast,Kilifi,GEDE,-3.30636,40.0113847,Phishing,male,1
12/23/2020,Lower Eastern,Nairobi,Pangani under foot bridge,-0.023559,37.906193,Phishing,male,1
2/1/2021,West Kenya,Homa Bay,HOMABAY,-0.6220655,34.3310364,Phishing,male,1
1/13/2021,Lower Eastern,Nairobi,THIKA ROAD,-1.2134454,36.8997048,Phishing,male,1
8/8/2021,South Rift,Bomet,KAPOSOEN AREA,-0.023559,37.906193,Phishing,male,1
1/13/2021,South Rift,Nakuru,MIGAA,-1.1310559,36.8445848,Phishing,male,1
5/26/2021,South Rift,Bomet,LONGISA,-0.8605925,35.3911901,Phishing,male,1
12/9/2020,West Kenya,Kisumu,ALONG KATITO-KENDUBAY ROAD,-0.3684466,34.649701,Phishing,male,1
3/4/2020,Nairobi,Nairobi,NEAR AIRTEL,-1.2920659,36.8219462,Phishing,male,1
2/18/2020,Nairobi,Nairobi,MUTHAIGA AREA,-1.2500849,36.8213209,Phishing,male,1
3/8/2020,South Rift,Nakuru,KINUNGI AREA,-0.8038706,36.5323191,Phishing,male,1
5/10/2021,South Rift,Narok,NAROK TOWN,-1.0918255,35.8498078,Phishing,male,1
4/3/2021,West Kenya,Kisumu,KIBOS,-0.0699392,34.8168791,Phishing,male,1
12/31/2020,West Kenya,Kisumu,AWASI-KISUMU HIGHWAY,-0.0917016,34.7679568,Phishing,male,1
1/22/2020,Central,Kiambu,ELITE AREA,-0.023559,37.906193,Phishing,male,1
12/26/2021,Lower Eastern,Machakos,MACHAKOS,-1.5176837,37.2634146,Phishing,male,1
4/28/2020,Nairobi,Nairobi,GITARU,-1.2335428,36.6714516,Phishing,male,1
12/10/2020,Central,Kirinyaga,ALONG SAGANA-KARATINA ROAD,-0.5741588,37.1889241,Phishing,male,1
12/21/2021,South Rift,Bomet,KAPKWEN MEJA,-0.1181957,35.2972331,Phishing,male,1
6/7/2020,Lower Eastern,Nairobi,Junction Mall Roundabout along Ngong Road,-1.2994605,36.7906854,Phishing,male,1
1/3/2020,Central,Embu,THUCHI BRIDGE,-0.38934833,37.61603564,Phishing,male,1
4/13/2020,Nairobi,Nairobi,ALONG JOGOO ROAD,-1.2976451,36.8711364,Phishing,male,1
9/16/2021,Lower Eastern,Nairobi,JUJA MALL,-1.1183328,37.0091031,Phishing,male,1
3/5/2021,Nairobi,Nairobi,ALONG MOI AVENUE,-1.2834674,36.823562,Phishing,male,1
3/16/2020,Coast,Mombasa,KONGOWEA,-4.0391731,39.691945,Phishing,male,1
6/1/2020,Lower Eastern,Kitui,Kyanika,-0.023559,37.906193,Phishing,male,1
1/25/2020,Nairobi,Nairobi,KIONGWANI AREA,-1.2920659,36.8219462,Phishing,male,1
12/13/2020,Lower Eastern,Nairobi,MOMBASA ROAD,-2.7316802,38.2171862,Phishing,male,1
4/1/2021,Coast,Kilifi,VIPINGO,-3.8201959,39.7858575,Phishing,male,1
4/20/2020,Lower Eastern,Machakos,GREAT WALL,-0.023559,37.906193,Phishing,male,1
9/21/2020,Central,Murang’a,THIKA- KENOL ROAD,-1.0435711,37.0824518,Phishing,male,1
9/20/2020,Central,Kiambu,KINARE-LIMURU,-1.1069305,36.6431267,Phishing,male,1
4/10/2021,Coast,Taita Taveta,NRB-MBA ROAD,-0.023559,37.906193,Phishing,male,1
5/14/2021,Nairobi,Nairobi,CITY STADIUM,-1.2938474,36.8422439,Phishing,male,1
8/26/2021,Coast,Kilifi,GEDE,-3.30636,40.0113847,Phishing,male,1
1/15/2022,Lower Eastern,Machakos,"KAMBITI- MAKUYU ROAD, MACHAKOS COUNTY",-0.8198968,37.243703,Phishing,male,1
3/23/2020,Coast,Mombasa,NYALI AREA,-4.0507256,39.6967843,Phishing,male,1
1/6/2020,Lower Eastern,Makueni,MTITO ANDEI,-2.6917308,38.1662152,Phishing,male,1
11/25/2021,Coast,Taita Taveta,MANYANI PRISON,-3.0913794,38.4925954,Phishing,male,1
2/2/2021,Lower Eastern,Kajiado,ISINYA,-1.6727148,36.8425202,Phishing,male,1
11/14/2020,South Rift,Nakuru,ELDORET-NAKURU HIGHWAY,0.1950182,35.4470794,Phishing,male,1
4/4/2020,Nairobi,Nairobi,MBAGATHI,-1.363299,36.73872,Phishing,male,1
3/21/2020,Central,Kirinyaga,SAGANA,-0.6695132,37.2061138,Phishing,male,1
11/21/2021,South Rift,Narok,DUKA MOJA,-1.0938841,35.8694245,Phishing,male,1
6/20/2020,Nairobi,Nairobi,MBAGATHI WAY,-1.3086923,36.8045887,Phishing,male,1
2/21/2020,Lower Eastern,Machakos,NEAR KASEVE,-1.5215251,37.2675843,Phishing,male,1
10/13/2021,Coast,Kwale,"Likoni ferry-Ukunda highway, Mombasa County.",-4.2879181,39.565308,Phishing,male,1
1/21/2021,Lower Eastern,Nairobi,MOMBASA ROAD,-2.7316802,38.2171862,Phishing,male,1
3/13/2021,Upper Eastern,Isiolo,TARAJA SITA,-0.023559,37.906193,Phishing,male,1
10/2/2021,South Rift,Nakuru,0,-0.023559,37.906193,Phishing,male,1
1/26/2021,Lower Eastern,Nairobi,THIKA ROAD,-1.2134454,36.8997048,Phishing,male,1
11/17/2020,South Rift,Bomet,KAPLONG-BOMET HIGHWAY,-0.8015009,35.3027226,Phishing,male,1
12/24/2021,South Rift,Narok,KATAKALA,-0.023559,37.906193,Phishing,male,1
8/9/2020,Nairobi,Nairobi,NAIROBI,-1.2920659,36.8219462,Phishing,male,1
8/24/2021,South Rift,Bomet,KAPKAREN,0.631270818,34.92722858,Phishing,male,1
11/25/2021,West Kenya,Homa Bay,HOMABAY TOWN,-0.5350427,34.4530968,Phishing,male,1
3/4/2021,Nairobi,Nairobi,UTAWALA,-1.2803889,36.9639637,Phishing,male,1
5/19/2020,Nairobi,Nairobi,KIBERA,-1.3114845,36.7879475,Phishing,male,1
12/13/2020,Lower Eastern,Nairobi,EASTERN BY-PASS,-1.2174384,36.9905565,Phishing,male,1
6/7/2021,South Rift,Baringo,ALONG MAJIMAZURI,-1.2279466,36.92925,Phishing,male,1
7/3/2021,Upper Eastern,Samburu,WAMBA AREA,0.9830839,37.3239401,Phishing,male,1
12/6/2020,Lower Eastern,Nairobi,ALONG JOGOO ROAD,-1.2976451,36.8711364,Phishing,male,1
1/14/2020,Lower Eastern,Machakos,NGULUNI,-1.2799153,37.2651084,Phishing,male,1
4/12/2021,Nairobi,Nairobi,A road Traffic accident was reported at South Fiel,-1.3285167,36.8904553,Phishing,male,1
10/27/2021,South Rift,Bomet,OASIS,-0.023559,37.906193,Phishing,male,1
7/17/2020,South Rift,Nakuru,NAKURU,-0.3030988,36.080026,Phishing,male,1
12/4/2021,Lower Eastern,Kitui,NUU AREA,-0.023559,37.906193,Phishing,male,1
8/29/2021,South Rift,Kericho,LONDIANI,-0.1634664,35.5931397,Phishing,male,1
8/29/2020,Lower Eastern,Machakos,SIMBA CEMENT,-0.023559,37.906193,Phishing,male,1
7/31/2020,Nairobi,Nairobi,NAIROBI,-1.2920659,36.8219462,Phishing,male,1
1/25/2021,Lower Eastern,Nairobi,OUTER RING ROAD,-0.023559,37.906193,Phishing,male,1
1/13/2020,South Rift,Narok,OLOITA PLAINS,-0.023559,37.906193,Phishing,male,1
2/17/2021,Nairobi,Nairobi,ALONG UPPER HILL,-1.298356,36.8132306,Phishing,male,1
12/8/2020,West Kenya,Homa Bay,SONDU BRIDGE ALONG KISUMU-KISII HIGHWAY,-0.3906605,35.0144538,Phishing,male,1
2/5/2022,Lower Eastern,Nairobi,LANGATA,-1.3640944,36.7476257,Phishing,male,1
12/11/2021,Central,Murang’a,KARIGUINI,-0.1048913,36.6741487,Phishing,male,1
12/21/2020,Lower Eastern,Nairobi,WOODLEY GROUNGS,-0.023559,37.906193,Phishing,male,1
9/19/2021,Lower Eastern,Nairobi,Eastern bypass in Nairobi County,-1.2889009,36.9504567,Phishing,male,1
1/3/2020,North Rift,Baringo,TIMBOROA,0.0854953,35.5302127,Phishing,male,1
5/13/2021,South Rift,Nakuru,NEAR NAIVASHA,-0.7171778,36.4310251,Phishing,male,1
3/18/2021,Lower Eastern,Kajiado,NEAR KIMALAT AREA,-1.5538551,36.9396641,Phishing,male,1
3/22/2020,South Rift,Nakuru,SUBUKIA,-0.0018807,36.2278245,Phishing,male,1
4/14/2020,Central,Kiambu,GITARU,-1.2335428,36.6714516,Phishing,male,1
4/11/2020,Nairobi,Nairobi,NAIROBI,-1.2920659,36.8219462,Phishing,male,1
3/6/2020,Nairobi,Nairobi,BELLEVUE,-1.3196468,36.8379736,Phishing,male,1
10/30/2020,Central,Kiambu,EVERGREEN PARK,-0.023559,37.906193,Phishing,male,1
6/7/2020,Nairobi,Nairobi,JUNCTION MALL ROUNDABOUT,-1.2985101,36.7619156,Phishing,male,1
10/28/2021,South Rift,Kericho,LONDIANI,-0.1634664,35.5931397,Phishing,male,1
11/21/2020,South Rift,Kericho,ALONG KERICHO-LUTEIN HIGHWAY,-0.3688967,35.286286,Phishing,male,1
2/18/2021,Nairobi,Nairobi,PANGANI ROAD,-1.2667224,36.8398293,Phishing,male,1
2/4/2022,Lower Eastern,Nairobi,ALONG OUTERING,-0.023559,37.906193,Phishing,male,1
7/12/2021,Central,Kericho,NDIKO AREA,-0.023559,37.906193,Phishing,male,1
12/7/2020,South Rift,Narok,DUKA MOJA,-1.0938841,35.8694245,Phishing,male,1
1/29/2021,Lower Eastern,Nairobi,OPPOSITE GALERIA,-0.023559,37.906193,Phishing,male,1
4/11/2020,Nairobi,Nairobi,GM,-1.329676,36.870983,Phishing,male,1
1/14/2022,Coast,Kilifi,VIPINGO,-3.8201959,39.7858575,Phishing,male,1
3/20/2021,Central,Kiambu,MAGUGUNI,-1.1748105,36.8304102,Phishing,male,1
9/27/2021,South Rift,Bomet,BOMET,-0.7777854,35.3356518,Phishing,male,1
11/27/2020,Coast,Mombasa,NEAR MSAMBWENI,-4.4652898,39.481266,Phishing,male,1
2/5/2020,Lower Eastern,Kitui,NEAR KISAYUNI,-4.0242557,39.6877925,Phishing,male,1
12/23/2020,Central,Nyeri,Kambiti,-0.8201297,37.2222912,Phishing,male,1
11/14/2021,Nairobi,Nairobi,ALONG THIKA ROAD,-1.2163932,36.8949246,Phishing,male,1
2/18/2020,Lower Eastern,Machakos,MLOLONGO TOWN,-1.3922344,36.9406718,Phishing,male,1
1/6/2020,Nairobi,Nairobi,MOMBASA ROAD,-1.3657592,36.9122536,Phishing,male,1
12/4/2021,South Rift,Bomet,Kapmusa,-0.023559,37.906193,Phishing,male,1
1/28/2020,Nairobi,Nairobi,GENERAL MOTORS,-1.329676,36.870983,Phishing,male,1
11/13/2021,South Rift,Nakuru,ALONG MAI MAHIU,-0.9820293,36.5864447,Phishing,male,1
6/14/2020,Nairobi,Nairobi,NAIROBI,-1.2920659,36.8219462,Phishing,male,1
10/9/2020,Upper Eastern,Marsabit,MARSABIT,2.3354966,37.9943453,Phishing,male,1
5/24/2020,Nairobi,Nairobi,NEXT GEN MALL,-1.3237712,36.8440354,Phishing,male,1
4/9/2021,Central,Kiambu,THIKA ROAD,-1.2134454,36.8997048,Phishing,male,1
7/14/2020,Nairobi,Nairobi,NAIROBI,-1.2920659,36.8219462,Phishing,male,1
2/9/2020,Central,Kiambu,MAI- MAHIU,-0.9820293,36.5864447,Phishing,male,1
1/26/2020,Central,Kiambu,MUTHAIGA,-1.2500849,36.8213209,Phishing,male,1
1/13/2020,Coast,Kilifi,GEDE FOREST,-3.30636,40.0113847,Phishing,male,1
1/5/2022,South Rift,Nakuru,SACHANGWAN ALONG NAKURU-ELDORET HIGHWAY,-0.3030988,36.080026,Phishing,male,1
11/29/2021,South Rift,Nakuru,kinungi,-0.8038706,36.5323191,Phishing,male,1
6/18/2020,North Rift,Bungoma,BUIMA AREA,-0.023559,37.906193,Phishing,male,1
9/6/2021,Coast,Lamu,imiza area,-0.023559,37.906193,Phishing,male,1
2/17/2021,West Kenya,Siaya,RALINGO AREA,-0.023559,37.906193,Phishing,male,1
1/23/2020,Nairobi,Nairobi,UCHUMI,-1.3175234,36.8237164,Phishing,male,1
11/4/2020,Coast,Mombasa,MASIMBA AREA,-2.1878091,37.5321341,Phishing,male,1
11/22/2020,West Kenya,Kisumu,KISIAN-BONDO HIGHWAY,-0.0907727,34.3420438,Phishing,male,1
4/18/2020,West Kenya,Kisumu,KENDUBAY,-0.3684466,34.649701,Phishing,male,1
10/3/2020,Central,Kiambu,KIKUYU BYPASS,-1.2471951,36.6790986,Phishing,male,1
8/12/2021,South Rift,Kericho,KISUMU RD,0.1892396,34.9482812,Phishing,male,1
2/12/2020,Nairobi,Nairobi,NORTH AIRPORT,-1.3217247,36.9034926,Phishing,male,1
1/29/2022,Lower Eastern,Nairobi,"Waiyaki Way near Safaricom HQ, NAIROBI COUNTY",-1.2639058,36.7586031,Phishing,male,1
10/15/2020,South Rift,Narok,NTULELE,-1.0888197,36.0675952,Phishing,male,1
3/30/2020,Coast,Mombasa,MOMBASA CONTAINER TERMINAL,-4.0516289,39.6053494,Phishing,male,1
1/22/2022,South Rift,Bomet,Riverside Bridge along Kiongongo - Longisa Road,-0.4144574,36.962167,Phishing,male,1
8/26/2020,North Rift,Nakuru,NAROK-MAIMAHIU ROAD,-1.0994731,36.2716257,Phishing,male,1
9/13/2020,Central,Kiambu,NEAR JUJA POLICE STATION,-1.1042051,37.0176344,Phishing,male,1
1/9/2022,Coast,Mombasa,"RTA AT KONA POLICE AREA, LIKONI HIGHWAY, MOMBASA",4.0841,39.6608,Phishing,male,1
1/15/2021,South Rift,Nakuru,SALGAA,-0.023559,37.906193,Phishing,male,1
7/17/2021,Coast,Tana River,TANA,-1.275207713,39.05342609,Phishing,male,1
6/13/2020,Nairobi,Nairobi,KIBRA,-1.3114845,36.7879475,Phishing,male,1
6/7/2021,South Rift,Nakuru,NAKURU,-0.3030988,36.080026,Phishing,male,1
5/31/2020,Central,Meru,MERU FOREST,0.0677778,37.6216667,Phishing,male,1
2/2/2022,Lower Eastern,Nairobi,UTAWALA NEAR OLA PETROL STATION,-0.023559,37.906193,Phishing,male,1
5/10/2021,North Rift,Uasin Gishu,ELDORET,0.518945,35.272579,Phishing,male,1
5/11/2021,South Rift,Bomet,NEAR KEDOWA,-0.2283438,35.5876697,Phishing,male,1
7/15/2020,Central,Kiambu,MUTARAKWA,-0.7758789,35.2550204,Phishing,male,1
2/5/2021,Central,Nyeri,KIRIGU AREA,-1.2991181,36.7038098,Phishing,male,1
1/4/2020,Central,Nyeri,KARIGI,-0.023559,37.906193,Phishing,male,1
11/8/2021,South Rift,Bomet,KAPKATET,-0.6390069,35.1818695,Phishing,male,1
2/4/2021,South Rift,Bomet,MAGONGO AREA,-4.0191093,39.6160417,Phishing,male,1
2/21/2021,Lower Eastern,Makueni,MBOVU AREA,-0.023559,37.906193,Phishing,male,1
7/7/2021,Central,Kiambu,KWAMBERA,-0.023559,37.906193,Phishing,male,1
1/27/2022,West Kenya,Kisumu,Mamboleo Area along Kisumu - Kakamega Highway,0.2711582,34.7531094,Phishing,male,1
5/25/2021,Lower Eastern,Nairobi,HAMZA STAGE,-0.023559,37.906193,Phishing,male,1
1/21/2020,Coast,Kilifi,KISAUNI,-4.0242557,39.6877925,Phishing,male,1
6/16/2021,Lower Eastern,Makueni,SALAMA,-0.023559,37.906193,Phishing,male,1
8/10/2020,South Rift,Bomet,KAPMUSA TARAKWO,-0.7510965,35.2466624,Phishing,male,1
3/26/2020,Central,Murang’a,KENOL-MURANG'A ROAD,-1.2709604,36.8295205,Phishing,male,1
6/10/2021,Coast,Kilifi,KIZIGO AREA,-4.0685158,39.6789061,Phishing,male,1
4/10/2021,Lower Eastern,Kajiado,KITENGELA-NAMANGA ROAD,-1.4756024,36.9605943,Phishing,male,1
6/25/2021,Coast,Kilifi,KILIFI,-3.5106508,39.9093269,Phishing,male,1
2/14/2021,Coast,Mombasa,SHREE LINKS,-0.023559,37.906193,Phishing,male,1
5/21/2020,Nairobi,Nairobi,ALONG LANGATA ROAD,-1.3362692,36.7757822,Phishing,male,1
6/11/2021,West Kenya,Vihiga,BOYANI,-4.3028814,39.4709144,Phishing,male,1
3/1/2020,Nairobi,Nairobi,FEDHA  AREA,-1.3136275,36.8955563,Phishing,male,1
2/13/2021,South Rift,Nakuru,NEAR MARY HOSPITAL,-0.023559,37.906193,Phishing,male,1
1/24/2022,North Rift,Bungoma,Bukembe area along Webuye- Malaba Road,0.5992059,34.779603,Phishing,male,1
2/9/2020,Lower Eastern,Machakos,KISEVENI AREA,-1.5303352,37.3189881,Phishing,male,1
10/17/2020,Coast,Kwale,TARU,-3.734468,39.152779,Phishing,male,1
3/10/2021,North Rift,,RIVER KIMININI,0.8935153,34.9258526,Phishing,male,1
3/7/2020,Nairobi,Nairobi,NORTH AIRPORT ROAD,-1.3217247,36.9034926,Phishing,male,1
11/27/2021,Lower Eastern,Machakos,NEAR LUKENYA,-1.4926973,37.0829593,Phishing,male,1
8/20/2020,South Rift,Nakuru,KINUNGI,-0.8038706,36.5323191,Phishing,male,1
7/27/2020,Nairobi,Nairobi,NEAR TOTAL PETROL STATION,-1.232024,36.8035297,Phishing,male,1
10/4/2020,South Rift,Narok,NEAR KATAKALA,-0.023559,37.906193,Phishing,male,1
3/11/2021,Lower Eastern,Kitui,BONDENI AREA,-0.2943821,36.0798278,Phishing,male,1
4/19/2021,Nairobi,Nairobi,INDUSTRIAL AREA,-1.3061388,36.862699,Phishing,male,1
1/17/2020,Nairobi,Nairobi,WAIYAKI WAY,-1.2639058,36.7586031,Phishing,male,1
3/4/2020,Nairobi,Nairobi,ABC WAIYAKI WAY,-1.2639058,36.7586031,Phishing,male,1
5/28/2020,Lower Eastern,Kitui,CHULUNI,-1.3721777,38.0104132,Phishing,male,1
3/14/2020,Nairobi,Nairobi,ALONG JOGOO ROAD,-1.2976451,36.8711364,Phishing,male,1
4/6/2020,South Rift,Nakuru,KASAYO TRADING CENTER,-0.023559,37.906193,Phishing,male,1
8/17/2021,South Rift,Nakuru,GIOTO AREA,-0.023559,37.906193,Phishing,male,1
4/12/2020,Nairobi,Nairobi,JOGOO ROAD,-1.2976451,36.8711364,Phishing,male,1
5/7/2020,Nairobi,Nairobi,ALONG NGONG ROAD,-1.2994605,36.7906854,Phishing,male,1
7/17/2021,South Rift,Narok,SUSWA AREA,-1.1761411,36.3488674,Phishing,male,1
5/25/2020,Nairobi,Nairobi,UTAWALA,-1.2803889,36.9639637,Phishing,male,1
12/23/2020,Coast,Mombasa,Indian Ocean,-0.023559,37.906193,Phishing,male,1
1/14/2022,Lower Eastern,Nairobi,"BUNYALA UPPERHILL ROUNDABOUT, NAIROBI  COUNTY",-1.2991261,36.8266671,Phishing,male,1
6/15/2020,Nairobi,Nairobi,NYAYO ROUNDABOUT,-1.3049049,36.8263952,Phishing,male,1
6/2/2020,South Rift,Kericho,Chirchir,-0.023559,37.906193,Phishing,male,1
2/8/2022,Coast,Taita Taveta,Caleb via 0716007063,-0.023559,37.906193,Phishing,male,1
3/17/2021,West Kenya,Homa Bay,HOMABAY,-0.6220655,34.3310364,Phishing,male,1
4/14/2020,North Rift,Trans Nzoia,KAPENGURIA,1.2481932,35.1103736,Phishing,male,1
12/5/2021,South Rift,Nakuru,"EVEREADY AREA, NAKURU-KERICHO ROUTE, NAKURU COUNTY",-0.3688967,35.286286,Phishing,male,1
2/6/2020,Nairobi,Nairobi,PANGANI GIRLS,-1.2691037,36.8375275,Phishing,male,1
8/19/2020,Nairobi,Nairobi,SURVEY,-1.2567109,36.8586637,Phishing,male,1
12/7/2020,Coast,Kilifi,SHARIANI,-3.7896182,39.821635,Phishing,male,1
10/23/2020,Coast,Taita Taveta,NDII AREA,-0.023559,37.906193,Phishing,male,1
1/16/2022,South Rift,Nakuru," SOUTHLAKE AREA, NAIVASHA, NAKURU COUNTY",-0.7171778,36.4310251,Phishing,male,1
4/3/2021,Central,Meru,MAUA,0.2325548,37.9413748,Phishing,male,1
10/24/2020,North Rift,Nandi,RIVER KINGWAL,0.2573869,35.1667505,Phishing,male,1
5/27/2021,Nairobi,Nairobi,ALONG JOGOO ROAD,-1.2976451,36.8711364,Phishing,male,1
2/22/2020,South Rift,Nakuru,NEAR MAI MAHIU,-0.9820293,36.5864447,Phishing,male,1
12/6/2021,Central,Murang’a,KAMBITI,-0.8201297,37.2222912,Phishing,male,1
1/3/2022,Lower Eastern,Nairobi,MUTINDWA ALONG OUTERING ROAD,-1.2858772,36.8809479,Phishing,male,1
2/1/2020,Nairobi,Nairobi,INDUSTRIAL AREA,-1.3061388,36.862699,Phishing,male,1
10/24/2021,South Rift,Baringo,Matharu area near Timboroa in Baringo County,0.8554988,36.0893406,Phishing,male,1
5/22/2020,Central,Kiambu,THIKA SUPERHIGHWAY,-1.2134454,36.8997048,Phishing,male,1
6/2/2020,Central,Nyeri,Narumoru,-0.1661137,37.021246,Phishing,male,1
12/30/2020,Central,Kiambu,THIKA ROAD,-1.2134454,36.8997048,Phishing,male,1
2/9/2021,South Rift,Nakuru,MILIMANI,-0.1132151,34.7547433,Phishing,male,1
12/10/2020,Lower Eastern,Nairobi,ALONG MOMBASA ROAD,-2.7316802,38.2171862,Phishing,male,1
6/22/2020,South Rift,Kericho,RORET CENTER,-0.4804832,35.0993687,Phishing,male,1
2/16/2020,Nairobi,Nairobi,ALONG LANGATA ROAD,-1.3362692,36.7757822,Phishing,male,1
1/24/2021,South Rift,Bomet,KAP MUSA,-0.023559,37.906193,Phishing,male,1
9/20/2020,West Kenya,Kisumu,KISUMU-NAIROBI HIGHWAY,-0.0917016,34.7679568,Phishing,male,1
6/13/2020,Nairobi,Nairobi,SOCIAL MEDIA,-1.2920659,36.8219462,Phishing,male,1
3/7/2021,Nairobi,Nairobi,NAIROBI,-1.2920659,36.8219462,Phishing,male,1
12/5/2020,Lower Eastern,Nairobi,NERA GARDEN CITY,-0.023559,37.906193,Phishing,male,1
5/3/2020,Central,Kiambu,KALIMONI,-1.1170691,37.0091656,Phishing,male,1
10/28/2020,Nairobi,Nairobi,GITHURAI,-1.2064151,36.913794,Phishing,male,1
4/20/2020,Lower Eastern,Machakos,MLOLONGO,-1.3922344,36.9406718,Phishing,male,1
3/21/2021,Coast,Mombasa,CHANGAMWE,-4.0208447,39.6274817,Phishing,male,1
3/14/2020,North Rift,Nandi,CHEPSWANGOR AREA,0.518945,35.272579,Phishing,male,1
4/12/2020,Nairobi,Nairobi,WAIYAKI WAY,-1.2639058,36.7586031,Phishing,male,1
3/26/2021,Lower Eastern,Nairobi,MOWLEM,-1.2645912,36.895515,Phishing,male,1
1/29/2021,Coast,Mombasa,HAILE SELASSIE AVENUE,-0.023559,37.906193,Phishing,male,1
2/16/2020,Nairobi,Nairobi,TORU AREA,-1.2920659,36.8219462,Phishing,male,1
6/19/2020,Nairobi,Nairobi,NAIROBI,-1.2920659,36.8219462,Phishing,male,1
6/17/2020,Central,Kiambu,KIAMBU,-1.1748105,36.8304102,Phishing,male,1
2/5/2021,Central,Nyeri,KIRIGU AREA,-1.2991181,36.7038098,Phishing,male,1
5/23/2021,Lower Eastern,Makueni,WOTE,-1.788625,37.6333396,Phishing,male,1
11/16/2021,Central,Embu,EMBU,-0.5388381,37.4596409,Phishing,male,1
12/5/2021,Lower Eastern,Kitui,"NUU AREA, MWINGI, KITUI COUNTY",-0.937411,38.0605006,Phishing,male,1
8/11/2020,Nairobi,Nairobi,BRISTOL PARK,-1.3130358,36.8945139,Phishing,male,1
8/10/2020,Nairobi,Nairobi,SOUTHERN BYPASS,-1.3106276,36.7291895,Phishing,male,1
5/20/2020,Central,Embu,EMBU,-0.5388381,37.4596409,Phishing,male,1
